drug_code,generic_name,brand_name,strength,source_pharmacy_name,destination_pharmacy_name,quantity,transaction_type,created_at
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-05-14T05:06:15.581+00:00
F31-1744-02222-01,Ethyl Alcohol,ETHYL ALCOHOL,70 %,FSC Day Surgery Pharmacy,FRN Retail Branch - Abu Dhabi,20,TRANSFER_IN,2026-05-14T08:58:18.079+00:00
F31-1744-02222-01,Ethyl Alcohol,ETHYL ALCOHOL,70 %,FSC Day Surgery Pharmacy,FRN Retail Branch - Abu Dhabi,20,TRANSFER_OUT,2026-05-14T08:58:18.079+00:00
E13-0398-06087-01,Sodium Hyaluronate,ARTELAC,0.24 %,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,4,TRANSFER_OUT,2026-05-14T17:22:47.156+00:00
E13-0398-06087-01,Sodium Hyaluronate,ARTELAC,0.24 %,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,4,TRANSFER_IN,2026-05-14T17:22:47.156+00:00
FT0-5671-00944-01,Capecitabine,XELODA,500 mg,FSC Ambulatory Care Pharmacy,FGH Emergency Pharmacy,7,TRANSFER_IN,2026-05-14T17:41:07.814+00:00
FT0-5671-00944-01,Capecitabine,XELODA,500 mg,FSC Ambulatory Care Pharmacy,FGH Emergency Pharmacy,7,TRANSFER_OUT,2026-05-14T17:41:07.814+00:00
F72-4907-04344-01,"Caffeine,Codeine Phosphate,Paracetamol (Acetaminophen)",SOLPADEINE,"30 mg,8 mg,500 mg",FRN Retail Branch - MBZ,FGH OR Pharmacy,7,TRANSFER_OUT,2026-05-14T21:13:30.142+00:00
F72-4907-04344-01,"Caffeine,Codeine Phosphate,Paracetamol (Acetaminophen)",SOLPADEINE,"30 mg,8 mg,500 mg",FRN Retail Branch - MBZ,FGH OR Pharmacy,7,TRANSFER_IN,2026-05-14T21:13:30.142+00:00
EK2-A365-10933-01,"Sodium chloride,Potassium Chloride",POTASSIUM CHLORIDE AND SODIUM CHLORIDE VIAFLO,"9 g/1000ml,1.5 g/1000ml",FRN Retail Branch - MBZ,FGH OR Pharmacy,3,TRANSFER_IN,2026-05-14T23:08:44.034+00:00
EK2-A365-10933-01,"Sodium chloride,Potassium Chloride",POTASSIUM CHLORIDE AND SODIUM CHLORIDE VIAFLO,"9 g/1000ml,1.5 g/1000ml",FRN Retail Branch - MBZ,FGH OR Pharmacy,3,TRANSFER_OUT,2026-05-14T23:08:44.034+00:00
EE4-A335-10886-01,"Turpentine Oil,Menthol,Eucalyptus Oil,Wintergreen Oil ( Methyl Salicylate)",NNS KWIK-MOVING OINTMENT-QUICK RELIEF 100G,"3 %/1w/w,5 %/1w/w,2 %/1w/w,15 %/1w/w",FRN Retail Branch - Khalifa City,FGH OR Pharmacy,1,TRANSFER_OUT,2026-05-15T02:23:34.002+00:00
EE4-A335-10886-01,"Turpentine Oil,Menthol,Eucalyptus Oil,Wintergreen Oil ( Methyl Salicylate)",NNS KWIK-MOVING OINTMENT-QUICK RELIEF 100G,"3 %/1w/w,5 %/1w/w,2 %/1w/w,15 %/1w/w",FRN Retail Branch - Khalifa City,FGH OR Pharmacy,1,TRANSFER_IN,2026-05-15T02:23:34.002+00:00
EK2-A365-10933-01,"Sodium chloride,Potassium Chloride",POTASSIUM CHLORIDE AND SODIUM CHLORIDE VIAFLO,"9 g/1000ml,1.5 g/1000ml",FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-05-15T02:55:29.731+00:00
EK2-A365-10933-01,"Sodium chloride,Potassium Chloride",POTASSIUM CHLORIDE AND SODIUM CHLORIDE VIAFLO,"9 g/1000ml,1.5 g/1000ml",FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-05-15T02:55:29.731+00:00
F06-1366-04480-01,Phenoxybenzamine Hydrochloride,DIBENZYLINE,10 mg,Emergency Pharmacy,FGH Emergency Pharmacy,21,TRANSFER_IN,2026-05-15T08:10:44.463+00:00
F06-1366-04480-01,Phenoxybenzamine Hydrochloride,DIBENZYLINE,10 mg,Emergency Pharmacy,FGH Emergency Pharmacy,21,TRANSFER_OUT,2026-05-15T08:10:44.463+00:00
J91-8858-02821-01,Hydrocortisone,ORIOCORT,10 mg,FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,10,TRANSFER_OUT,2026-05-15T12:47:02.935+00:00
J91-8858-02821-01,Hydrocortisone,ORIOCORT,10 mg,FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,10,TRANSFER_IN,2026-05-15T12:47:02.935+00:00
F38-2125-01455-01,Combination - GELTEC POWER PLUS,GELTEC POWER PLUS,Combination,FalconMed Main Pharmacy,FRN Retail Branch - Al Ain,42,TRANSFER_IN,2026-05-15T13:25:16.919+00:00
F38-2125-01455-01,Combination - GELTEC POWER PLUS,GELTEC POWER PLUS,Combination,FalconMed Main Pharmacy,FRN Retail Branch - Al Ain,42,TRANSFER_OUT,2026-05-15T13:25:16.919+00:00
F69-5059-05741-01,Vaccine-Pneumococcal polysaccharide from each of 10 capsular types of Streptococcus pneumoniae (conjugated to carrier proteins of Diphtheria toxoid- H. influenzae & Tetanus toxoid) adsorbed,SYNFLORIX VACCINE,1 mgor3mgofeach/0.5ml,FRN Retail Branch - Baniyas,FGH Main Inpatient Pharmacy,7,TRANSFER_IN,2026-05-16T14:00:20.458+00:00
F69-5059-05741-01,Vaccine-Pneumococcal polysaccharide from each of 10 capsular types of Streptococcus pneumoniae (conjugated to carrier proteins of Diphtheria toxoid- H. influenzae & Tetanus toxoid) adsorbed,SYNFLORIX VACCINE,1 mgor3mgofeach/0.5ml,FRN Retail Branch - Baniyas,FGH Main Inpatient Pharmacy,7,TRANSFER_OUT,2026-05-16T14:00:20.458+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-05-16T16:34:57.536+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-05-16T16:34:57.536+00:00
F38-2125-01455-01,Combination - GELTEC POWER PLUS,GELTEC POWER PLUS,Combination,FRN Retail Branch - Al Ain,FGH Main Inpatient Pharmacy,8,TRANSFER_IN,2026-05-16T17:08:09.467+00:00
F38-2125-01455-01,Combination - GELTEC POWER PLUS,GELTEC POWER PLUS,Combination,FRN Retail Branch - Al Ain,FGH Main Inpatient Pharmacy,8,TRANSFER_OUT,2026-05-16T17:08:09.467+00:00
EY2-E273-04297-01,Pantoprazole Sodium,ZOLPRA,40 mg,Emergency Pharmacy,FGH Pediatric Pharmacy,5,TRANSFER_OUT,2026-05-16T18:51:45.105+00:00
EY2-E273-04297-01,Pantoprazole Sodium,ZOLPRA,40 mg,Emergency Pharmacy,FGH Pediatric Pharmacy,5,TRANSFER_IN,2026-05-16T18:51:45.105+00:00
F26-1673-00132-02,"Adapalene,Benzoyl peroxide",EPIDUO,"1 mg/g,25 mg/g",FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,3,TRANSFER_OUT,2026-05-16T20:08:04.899+00:00
F26-1673-00132-02,"Adapalene,Benzoyl peroxide",EPIDUO,"1 mg/g,25 mg/g",FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,3,TRANSFER_IN,2026-05-16T20:08:04.899+00:00
EA1-E285-20050-01,Fentanyl Citrate,XALTRIX,1200 mcg,FRN Retail Branch - Baniyas,FGH OR Pharmacy,1,TRANSFER_IN,2026-05-16T23:10:52.593+00:00
EA1-E285-20050-01,Fentanyl Citrate,XALTRIX,1200 mcg,FRN Retail Branch - Baniyas,FGH OR Pharmacy,1,TRANSFER_OUT,2026-05-16T23:10:52.593+00:00
E50-B636-13360-01,Ivy leaves dry extract ethanolic 30% (m/m) ((5-7.5,PROSPAN COUGH MENTHOL,) : 7,FSC Cardiology Pharmacy,FGH OR Pharmacy,32,TRANSFER_IN,2026-05-17T04:56:57.619+00:00
E50-B636-13360-01,Ivy leaves dry extract ethanolic 30% (m/m) ((5-7.5,PROSPAN COUGH MENTHOL,) : 7,FSC Cardiology Pharmacy,FGH OR Pharmacy,32,TRANSFER_OUT,2026-05-17T04:56:57.619+00:00
F72-4907-04344-01,"Caffeine,Codeine Phosphate,Paracetamol (Acetaminophen)",SOLPADEINE,"30 mg,8 mg,500 mg",FRN Retail Branch - MBZ,FGH Emergency Pharmacy,13,TRANSFER_IN,2026-05-17T06:30:10.584+00:00
F72-4907-04344-01,"Caffeine,Codeine Phosphate,Paracetamol (Acetaminophen)",SOLPADEINE,"30 mg,8 mg,500 mg",FRN Retail Branch - MBZ,FGH Emergency Pharmacy,13,TRANSFER_OUT,2026-05-17T06:30:10.584+00:00
EY2-C548-02568-01,Gliclazide,Glican MR,60 mg,FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,22,TRANSFER_OUT,2026-05-17T11:34:57.485+00:00
EY2-C548-02568-01,Gliclazide,Glican MR,60 mg,FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,22,TRANSFER_IN,2026-05-17T11:34:57.485+00:00
EY2-C548-02568-01,Gliclazide,Glican MR,60 mg,FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,4,TRANSFER_OUT,2026-05-18T12:19:19.708+00:00
EY2-C548-02568-01,Gliclazide,Glican MR,60 mg,FRN Retail Branch - Abu Dhabi,FGH Pediatric Pharmacy,4,TRANSFER_IN,2026-05-18T12:19:19.708+00:00
E50-2608-00080-01,"Acacia,Ascorbic Acid (Vitamin C),Iceland Moss Extract",ISLA CASSIS,"467.75 mg,10 mg,80 mg",FRN Retail Branch - Al Ain,FGH ICU Pharmacy,38,TRANSFER_IN,2026-05-18T14:59:43.421+00:00
E50-2608-00080-01,"Acacia,Ascorbic Acid (Vitamin C),Iceland Moss Extract",ISLA CASSIS,"467.75 mg,10 mg,80 mg",FRN Retail Branch - Al Ain,FGH ICU Pharmacy,38,TRANSFER_OUT,2026-05-18T14:59:43.421+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH Main Inpatient Pharmacy,34,TRANSFER_OUT,2026-05-18T17:35:22.021+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH Main Inpatient Pharmacy,34,TRANSFER_IN,2026-05-18T17:35:22.021+00:00
J23-3577-04360-01,"Ascorbic Acid (Vitamin C),Paracetamol (Acetaminophen),Phenylephrine Hydrochloride",NEOMOL COLD & FLU,"40 mg,600 mg,10 mg",FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,10,TRANSFER_OUT,2026-05-18T21:59:23.297+00:00
J23-3577-04360-01,"Ascorbic Acid (Vitamin C),Paracetamol (Acetaminophen),Phenylephrine Hydrochloride",NEOMOL COLD & FLU,"40 mg,600 mg,10 mg",FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,10,TRANSFER_IN,2026-05-18T21:59:23.297+00:00
J23-3596-03616-02,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,42,TRANSFER_IN,2026-05-19T03:29:29.895+00:00
J23-3596-03616-02,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,42,TRANSFER_OUT,2026-05-19T03:29:29.895+00:00
E04-2481-02913-01,Ibuprofen,IBUTOP,50 mg/g,FSC Dialysis Pharmacy,FRN Retail Branch - MBZ,16,TRANSFER_OUT,2026-05-19T05:07:30.432+00:00
E04-2481-02913-01,Ibuprofen,IBUTOP,50 mg/g,FSC Dialysis Pharmacy,FRN Retail Branch - MBZ,16,TRANSFER_IN,2026-05-19T05:07:30.432+00:00
J82-5877-02158-01,Esomeprazole Magnesium,ZYNEX,20 mg,FSC Ambulatory Care Pharmacy,FSC Cardiology Pharmacy,34,TRANSFER_OUT,2026-05-19T10:22:41.871+00:00
J82-5877-02158-01,Esomeprazole Magnesium,ZYNEX,20 mg,FSC Ambulatory Care Pharmacy,FSC Cardiology Pharmacy,34,TRANSFER_IN,2026-05-19T10:22:41.871+00:00
J30-6921-03955-01,Mupirocin,PIROM,20 mg/g,FRN Retail Branch - MBZ,FGH OR Pharmacy,25,TRANSFER_IN,2026-05-19T11:22:45.424+00:00
J30-6921-03955-01,Mupirocin,PIROM,20 mg/g,FRN Retail Branch - MBZ,FGH OR Pharmacy,25,TRANSFER_OUT,2026-05-19T11:22:45.424+00:00
EA1-E285-20046-01,Fentanyl Citrate,XALTRIX,600 mcg,Emergency Pharmacy,FSC Oncology Pharmacy,14,TRANSFER_OUT,2026-05-19T17:36:10.917+00:00
EA1-E285-20046-01,Fentanyl Citrate,XALTRIX,600 mcg,Emergency Pharmacy,FSC Oncology Pharmacy,14,TRANSFER_IN,2026-05-19T17:36:10.917+00:00
DQ6-7747-00083-03,Acarbose,ACARBOSE,50 mg,Emergency Pharmacy,FGH Pediatric Pharmacy,4,TRANSFER_OUT,2026-05-20T15:22:32.941+00:00
DQ6-7747-00083-03,Acarbose,ACARBOSE,50 mg,Emergency Pharmacy,FGH Pediatric Pharmacy,4,TRANSFER_IN,2026-05-20T15:22:32.941+00:00
EY2-D519-13387-01,"Amlodipine (as besilate),Hydrochlorothiazide,Valsartan",Valdipine H,"10 mg/1Tablet,25 mg/1 Tablet,160 mg/1Tablet",FSC Ambulatory Care Pharmacy,FGH Main Inpatient Pharmacy,29,TRANSFER_OUT,2026-05-21T06:20:42.825+00:00
EY2-D519-13387-01,"Amlodipine (as besilate),Hydrochlorothiazide,Valsartan",Valdipine H,"10 mg/1Tablet,25 mg/1 Tablet,160 mg/1Tablet",FSC Ambulatory Care Pharmacy,FGH Main Inpatient Pharmacy,29,TRANSFER_IN,2026-05-21T06:20:42.825+00:00
EA1-E285-20050-01,Fentanyl Citrate,XALTRIX,1200 mcg,FRN Retail Branch - Baniyas,FGH ICU Pharmacy,6,TRANSFER_IN,2026-05-21T06:21:44.52+00:00
EA1-E285-20050-01,Fentanyl Citrate,XALTRIX,1200 mcg,FRN Retail Branch - Baniyas,FGH ICU Pharmacy,6,TRANSFER_OUT,2026-05-21T06:21:44.52+00:00
E08-1742-02205-01,Ethinylestradiol,ETHINYL ESTRADIOL,10 mcg,FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,37,TRANSFER_OUT,2026-05-21T08:16:07.633+00:00
E08-1742-02205-01,Ethinylestradiol,ETHINYL ESTRADIOL,10 mcg,FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,37,TRANSFER_IN,2026-05-21T08:16:07.633+00:00
J23-3705-05102-01,Simvastatin,NORMOLIP,10 mg,FRN Retail Branch - MBZ,FGH Main Inpatient Pharmacy,44,TRANSFER_OUT,2026-05-21T09:25:14.602+00:00
J23-3705-05102-01,Simvastatin,NORMOLIP,10 mg,FRN Retail Branch - MBZ,FGH Main Inpatient Pharmacy,44,TRANSFER_IN,2026-05-21T09:25:14.602+00:00
FO3-A689-11397-02,"Activated charcoal,Simethicone (Simeticone)",BLOAT - EZ,"250 mg/1Tablet,80 mg/1Tablet",FRN Retail Branch - Baniyas,FGH ICU Pharmacy,18,TRANSFER_IN,2026-05-21T15:06:41.98+00:00
FO3-A689-11397-02,"Activated charcoal,Simethicone (Simeticone)",BLOAT - EZ,"250 mg/1Tablet,80 mg/1Tablet",FRN Retail Branch - Baniyas,FGH ICU Pharmacy,18,TRANSFER_OUT,2026-05-21T15:06:41.98+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH OR Pharmacy,3,TRANSFER_IN,2026-05-22T01:13:50.491+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH OR Pharmacy,3,TRANSFER_OUT,2026-05-22T01:13:50.491+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH ICU Pharmacy,12,TRANSFER_OUT,2026-05-22T19:35:18.675+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH ICU Pharmacy,12,TRANSFER_IN,2026-05-22T19:35:18.675+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH OR Pharmacy,3,TRANSFER_IN,2026-05-23T01:17:24.503+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH OR Pharmacy,3,TRANSFER_OUT,2026-05-23T01:17:24.503+00:00
F38-2125-01455-01,Combination - GELTEC POWER PLUS,GELTEC POWER PLUS,Combination,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,4,TRANSFER_IN,2026-05-23T04:39:43.869+00:00
F38-2125-01455-01,Combination - GELTEC POWER PLUS,GELTEC POWER PLUS,Combination,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,4,TRANSFER_OUT,2026-05-23T04:39:43.869+00:00
F68-1941-02423-01,Fluticasone Propionate,FLIXOTIDE,2 mg/2ml,FGH OR Pharmacy,Emergency Pharmacy,11,TRANSFER_OUT,2026-05-23T07:00:59.089+00:00
F68-1941-02423-01,Fluticasone Propionate,FLIXOTIDE,2 mg/2ml,FGH OR Pharmacy,Emergency Pharmacy,11,TRANSFER_IN,2026-05-23T07:00:59.089+00:00
J30-6563-03613-01,Meloxicam,MELOFAST,15 mg,FRN Retail Branch - Baniyas,FSC Ambulatory Care Pharmacy,18,TRANSFER_IN,2026-05-24T00:54:48.804+00:00
J30-6563-03613-01,Meloxicam,MELOFAST,15 mg,FRN Retail Branch - Baniyas,FSC Ambulatory Care Pharmacy,18,TRANSFER_OUT,2026-05-24T00:54:48.804+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Al Ain,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-05-24T08:46:01.059+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Al Ain,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-05-24T08:46:01.059+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-05-24T14:23:17.599+00:00
E44-0538-02988-02,Insulin-Glargine (BASAGLAR),BASAGLAR,100 IU/ml,FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-05-24T14:23:17.599+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,3,TRANSFER_OUT,2026-05-24T18:08:31.029+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,3,TRANSFER_IN,2026-05-24T18:08:31.029+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH OR Pharmacy,3,TRANSFER_OUT,2026-05-24T21:44:55.37+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH OR Pharmacy,3,TRANSFER_IN,2026-05-24T21:44:55.37+00:00
J23-3588-00772-02,Bromhexine Hydrochloride,NEOSOLVON,8 mg,FGH Emergency Pharmacy,Emergency Pharmacy,80,TRANSFER_IN,2026-05-25T01:41:16.203+00:00
J23-3588-00772-02,Bromhexine Hydrochloride,NEOSOLVON,8 mg,FGH Emergency Pharmacy,Emergency Pharmacy,80,TRANSFER_OUT,2026-05-25T01:41:16.203+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,15,TRANSFER_IN,2026-05-25T01:48:28.252+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,15,TRANSFER_OUT,2026-05-25T01:48:28.252+00:00
DQ6-3173-03600-02,Megestrol Acetate,MEGESTROL ACETATE,40 mg/ml,FRN Retail Branch - Baniyas,FRN Retail Branch - Abu Dhabi,10,TRANSFER_OUT,2026-05-25T08:01:24.012+00:00
DQ6-3173-03600-02,Megestrol Acetate,MEGESTROL ACETATE,40 mg/ml,FRN Retail Branch - Baniyas,FRN Retail Branch - Abu Dhabi,10,TRANSFER_IN,2026-05-25T08:01:24.012+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FRN Retail Branch - Al Ain,FSC Ambulatory Care Pharmacy,26,TRANSFER_OUT,2026-05-25T15:02:02.806+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FRN Retail Branch - Al Ain,FSC Ambulatory Care Pharmacy,26,TRANSFER_IN,2026-05-25T15:02:02.806+00:00
FQ3-A670-11584-02,"Atropa belladonna D6,Euphrasia 3c D6,Mercurius sublimatus corrosivus D6",Similasan Dry Eye Relief,"303.333 mg/1g,303.333 mg/1g,303.333 mg/1g",Emergency Pharmacy,FGH Main Inpatient Pharmacy,23,TRANSFER_OUT,2026-05-25T17:36:30.066+00:00
FQ3-A670-11584-02,"Atropa belladonna D6,Euphrasia 3c D6,Mercurius sublimatus corrosivus D6",Similasan Dry Eye Relief,"303.333 mg/1g,303.333 mg/1g,303.333 mg/1g",Emergency Pharmacy,FGH Main Inpatient Pharmacy,23,TRANSFER_IN,2026-05-25T17:36:30.066+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH Emergency Pharmacy,9,TRANSFER_OUT,2026-05-26T08:38:52.018+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH Emergency Pharmacy,9,TRANSFER_IN,2026-05-26T08:38:52.018+00:00
EY2-D519-13387-01,"Amlodipine (as besilate),Hydrochlorothiazide,Valsartan",Valdipine H,"10 mg/1Tablet,25 mg/1 Tablet,160 mg/1Tablet",FSC Ambulatory Care Pharmacy,FGH Emergency Pharmacy,15,TRANSFER_IN,2026-05-27T07:42:04.924+00:00
EY2-D519-13387-01,"Amlodipine (as besilate),Hydrochlorothiazide,Valsartan",Valdipine H,"10 mg/1Tablet,25 mg/1 Tablet,160 mg/1Tablet",FSC Ambulatory Care Pharmacy,FGH Emergency Pharmacy,15,TRANSFER_OUT,2026-05-27T07:42:04.924+00:00
J94-0714-05002-01,Salbutamol Sulfate  (Albuterol),BUVENTOL EASYHALER,100 mcg,FRN Retail Branch - Al Ain,Emergency Pharmacy,14,TRANSFER_OUT,2026-05-28T05:24:33.165+00:00
J94-0714-05002-01,Salbutamol Sulfate  (Albuterol),BUVENTOL EASYHALER,100 mcg,FRN Retail Branch - Al Ain,Emergency Pharmacy,14,TRANSFER_IN,2026-05-28T05:24:33.165+00:00
J39-0165-01178-01,"Chlorothymol,Laureth,Sodium oleate",ALCOS-ANAL,"0.7 mg,20 mg,200 mg",FRN Retail Branch - MBZ,FGH Emergency Pharmacy,23,TRANSFER_OUT,2026-05-28T05:42:32.904+00:00
J39-0165-01178-01,"Chlorothymol,Laureth,Sodium oleate",ALCOS-ANAL,"0.7 mg,20 mg,200 mg",FRN Retail Branch - MBZ,FGH Emergency Pharmacy,23,TRANSFER_IN,2026-05-28T05:42:32.904+00:00
EI4-A361-06725-01,"Sodium chloride,Sodium Gluconate,Sodium Acetate,Potassium Chloride,Magnesium Chloride",PLASMA-LYTE 148 PH 7.4 VIAFLO,"526 mg/100ml,502 mg/100ml,368 mg/100ml,37 mg/100ml,30 mg/100ml",FGH Emergency Pharmacy,FSC Dialysis Pharmacy,15,TRANSFER_OUT,2026-05-28T20:42:17.761+00:00
EI4-A361-06725-01,"Sodium chloride,Sodium Gluconate,Sodium Acetate,Potassium Chloride,Magnesium Chloride",PLASMA-LYTE 148 PH 7.4 VIAFLO,"526 mg/100ml,502 mg/100ml,368 mg/100ml,37 mg/100ml,30 mg/100ml",FGH Emergency Pharmacy,FSC Dialysis Pharmacy,15,TRANSFER_IN,2026-05-28T20:42:17.761+00:00
F06-1366-04480-01,Phenoxybenzamine Hydrochloride,DIBENZYLINE,10 mg,Emergency Pharmacy,FGH Pediatric Pharmacy,11,TRANSFER_OUT,2026-05-29T02:31:31.768+00:00
F06-1366-04480-01,Phenoxybenzamine Hydrochloride,DIBENZYLINE,10 mg,Emergency Pharmacy,FGH Pediatric Pharmacy,11,TRANSFER_IN,2026-05-29T02:31:31.768+00:00
EY2-E273-04297-01,Pantoprazole Sodium,ZOLPRA,40 mg,Emergency Pharmacy,FGH Main Inpatient Pharmacy,36,TRANSFER_IN,2026-05-29T05:35:25.906+00:00
EY2-E273-04297-01,Pantoprazole Sodium,ZOLPRA,40 mg,Emergency Pharmacy,FGH Main Inpatient Pharmacy,36,TRANSFER_OUT,2026-05-29T05:35:25.906+00:00
E11-7480-09212-02,Budesonide,JORVEZA,0.5 mg,FRN Retail Branch - Abu Dhabi,FGH OR Pharmacy,19,TRANSFER_IN,2026-05-29T13:35:04.624+00:00
E11-7480-09212-02,Budesonide,JORVEZA,0.5 mg,FRN Retail Branch - Abu Dhabi,FGH OR Pharmacy,19,TRANSFER_OUT,2026-05-29T13:35:04.624+00:00
FQ8-A659-03203-01,Itraconazole,ITRATOP,100 mg,Emergency Pharmacy,FGH Pediatric Pharmacy,8,TRANSFER_IN,2026-05-30T00:07:33.477+00:00
FQ8-A659-03203-01,Itraconazole,ITRATOP,100 mg,Emergency Pharmacy,FGH Pediatric Pharmacy,8,TRANSFER_OUT,2026-05-30T00:07:33.477+00:00
FR8-A685-11431-01,"Acetylcysteine,Taurine",ALBUNIL,"150 mg,500 mg",FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,11,TRANSFER_OUT,2026-05-30T22:09:29.356+00:00
FR8-A685-11431-01,"Acetylcysteine,Taurine",ALBUNIL,"150 mg,500 mg",FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,11,TRANSFER_IN,2026-05-30T22:09:29.356+00:00
FO3-A689-11397-02,"Activated charcoal,Simethicone (Simeticone)",BLOAT - EZ,"250 mg/1Tablet,80 mg/1Tablet",FRN Retail Branch - Baniyas,FGH Main Inpatient Pharmacy,30,TRANSFER_OUT,2026-05-31T09:50:10.169+00:00
FO3-A689-11397-02,"Activated charcoal,Simethicone (Simeticone)",BLOAT - EZ,"250 mg/1Tablet,80 mg/1Tablet",FRN Retail Branch - Baniyas,FGH Main Inpatient Pharmacy,30,TRANSFER_IN,2026-05-31T09:50:10.169+00:00
F91-D549-18140-01,Sitagliptin Hydrochloride Monohydrate 56.69mg equivalent to Sitagliptin 50mg,EMIJAN,50 mg/1Tablet,Emergency Pharmacy,FGH ICU Pharmacy,31,TRANSFER_IN,2026-05-31T10:28:32.995+00:00
F91-D549-18140-01,Sitagliptin Hydrochloride Monohydrate 56.69mg equivalent to Sitagliptin 50mg,EMIJAN,50 mg/1Tablet,Emergency Pharmacy,FGH ICU Pharmacy,31,TRANSFER_OUT,2026-05-31T10:28:32.995+00:00
J81-0690-05308-01,Standardised lyophilisate of bacterial lysates,BRONCHOVAXOM,40 mg,FRN Retail Branch - Al Ain,FGH OR Pharmacy,10,TRANSFER_IN,2026-05-31T11:19:36.032+00:00
